2025-11-02 19:34:19,608 INFO: Secure FinTech App startup [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:49]
2025-11-02 19:34:20,404 INFO: Secure FinTech App startup [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:49]
2025-11-02 19:40:55,730 INFO: User: fawad | Action: REGISTER | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:41:18,962 INFO: User: fawad | Action: LOGIN | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:41:18,978 INFO: User: fawad | Action: DASHBOARD_ACCESS | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:41:38,686 INFO: User: fawad | Action: TRANSACTION_CREATE | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:41:38,700 INFO: User: fawad | Action: DASHBOARD_ACCESS | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:41:47,818 INFO: User: fawad | Action: DASHBOARD_ACCESS | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:41:54,278 INFO: User: fawad | Action: AUDIT_LOG_VIEW | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:42:05,396 INFO: User: fawad | Action: DASHBOARD_ACCESS | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:44:36,779 INFO: User: fawad | Action: DASHBOARD_ACCESS | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:44:41,240 INFO: User: fawad | Action: LOGOUT | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:47:33,176 INFO: User: fawad | Action: LOGIN | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:47:33,196 INFO: User: fawad | Action: DASHBOARD_ACCESS | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:47:53,083 INFO: User: fawad | Action: DASHBOARD_ACCESS | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
2025-11-02 19:48:11,646 INFO: User: fawad | Action: AUDIT_LOG_VIEW | Status: SUCCESS | IP: 127.0.0.1 [in C:\Users\DELL\Desktop\vaultguard\vaultguard\app.py:106]
